Phi,Psi
-93.407,-150.074
-91.644,-150.466
-91.85,-151.107
-91.979,-150.236
-92.384,-150.512
-92.214,-150.5
-92.283,-150.13
-92.598,-149.977
-92.472,-150.645
-92.861,-149.512
-91.948,-151.151
-91.489,-150.943
-92.178,-150.585
-92.099,-150.677
-92.645,-150.779
-92.421,-150.338
-92.723,-149.528
-92.187,-150.782
-92.13,-151.469
-92.451,-150.539
-92.436,-150.918
-91.548,-151.709
-91.943,-150.308
-92.997,-150.469
-92.378,-150.134
-92.632,-150.068
-91.739,-150.987
-92.073,-150.354
-91.488,-150.232
-92.62,-150.355
-92.455,-150.023
-92.693,-150.024
-92.287,-150.509
-92.613,-150.538
-91.813,-150.823
-91.963,-150.863
-93.433,-150.156
-91.902,-150.567
-92.534,-150.409
-91.931,-151.047
-91.941,-150.481
-92.208,-150.582
-92.164,-150.38
-91.591,-151.201
-91.698,-151.016
-92.29,-150.481
-92.056,-150.498
-91.979,-151.05
-91.573,-151.081
-92.618,-150.115
-91.941,-150.939
-91.869,-150.53
-92.231,-149.601
-91.45,-151.124
-92.447,-150.427
-92.958,-150.376
-92.622,-149.743
-92.387,-150.809
-91.886,-151.025
-91.72,-150.551
-92.201,-150.793
-92.12,-150.831
-92.002,-150.341
-93.165,-149.819
-91.883,-149.893
-92.268,-150.545
-90.937,-151.289
-92.077,-151.406
-92.169,-149.957
-92.135,-150.599
-92.086,-150.065
-91.125,-151.449
-91.626,-150.779
-91.399,-150.811
-91.902,-150.558
-93.003,-149.54
-91.993,-150.478
-92.334,-151.46
-91.305,-151.05
-92.442,-150.223
-92.271,-150.134
-92.152,-150.27
-91.985,-150.616
-93.089,-149.244
-92.634,-150.675
-92.755,-150.351
-92.197,-150.31
-92.727,-150.037
-93.047,-150.118
-92.238,-150.989
-92.18,-151.293
-91.945,-150.722
-92.105,-150.201
-92.321,-150.55
-92.6,-150.181
-90.581,-150.954
-91.784,-150.554
-92.404,-150.752
-92.643,-149.581
-91.87,-150.473
-92.331,-151.122
-91.988,-150.437
-91.168,-150.942
-92.676,-150.103
-91.909,-150.815
-92.033,-151.029
-91.66,-150.519
-92.94,-149.771
-91.326,-150.685
-92.607,-150.05
-92.109,-150.762
-92.342,-149.87
-92.632,-150.644
-92.328,-150.512
-91.646,-149.984
-91.28,-150.461
-92.721,-149.838
-92.286,-150.404
-92.712,-150.039
-92.477,-150.249
-92.11,-150.476
-92.462,-150.484
-92.637,-149.999
-91.565,-150.789
-92.522,-150.269
-92.914,-150.425
-91.46,-150.935
-92.472,-150.461
-91.842,-151.029
-92.318,-150.588
-92.152,-150.299
-91.607,-150.314
-91.884,-149.932
-92.552,-150.028
-92.345,-150.804
-92.703,-149.809
-91.271,-150.383
-92.23,-151.076
-93.439,-149.916
-92.384,-150.659
-91.326,-151.192
-92.179,-150.618
-91.431,-151.044
-93.15,-150.337
-91.708,-150.431
-91.799,-150.685
-92.313,-150.568
-91.373,-150.807
-92.843,-150.022
-91.675,-151.066
-91.397,-150.653
-91.643,-150.997
-92.164,-151.084
-91.34,-151.024
-92.597,-149.996
-91.668,-150.333
-92.121,-150.462
-91.103,-151.677
-92.343,-150.087
-92.567,-150.56
-92.519,-150.377
-92.527,-150.211
-92.856,-149.997
-91.703,-150.442
-92.451,-150.632
-92.085,-151.261
-92.83,-150.135
-91.856,-151.025
-92.189,-150.705
-92.453,-150.61
-92.542,-150.592
-92.015,-151.038
-92.156,-150.796
-91.313,-150.572
-91.788,-150.969
-91.502,-150.932
-91.692,-150.798
-91.562,-150.579
-92.059,-150.511
-92.097,-150.516
-92.536,-150.386
-91.986,-150.324
-91.818,-149.996
-92.097,-149.839
-92.204,-149.999
-92.719,-150.011
-92.031,-150.088
-91.273,-150.417
-92.23,-150.902
-92.347,-149.853
-91.93,-150.749
-92.199,-150.238
-92.291,-150.55
-92.792,-149.881
-91.785,-150.43
-92.644,-149.92
-91.307,-150.811
-91.769,-150.963
-93.715,-149.412
-92.153,-150.482
-92.076,-150.523
-92.182,-150.253
-92.652,-150.366
-91.908,-150.183
-91.318,-151.219
-92.461,-150.739
-91.258,-150.676
-92.453,-150.626
-92.171,-150.286
-92.825,-149.713
-92.026,-151.055
-92.583,-150.277
-92.89,-149.595
-92.055,-150.884
-93.427,-149.531
-92.395,-150.3
-91.691,-150.939
-91.835,-150.584
-91.753,-150.121
-92.139,-151.139
-92.095,-150.595
-91.98,-151.057
-92.109,-150.47
-92.429,-150.814
-91.899,-150.419
-92.237,-150.446
-92.057,-150.326
-92.376,-150.273
-92.793,-150.296
-91.792,-150.127
-92.043,-150.396
-91.894,-151.29
-91.951,-150.967
-92.076,-150.659
-92.434,-151.121
-91.469,-151.508
-92.366,-150.636
-93.159,-149.744
-91.769,-151.092
-92.428,-150.559
-91.969,-149.912
-92.362,-150.517
-92.554,-149.704
-91.661,-150.764
-91.792,-151.274
-92.429,-150.3
-92.33,-150.116
-91.911,-150.551
-91.143,-151.388
-93.28,-149.566
-92.535,-149.962
-91.955,-150.197
-91.926,-151.301
-92.129,-150.151
-91.558,-150.792
-92.441,-150.739
-91.324,-150.572
-91.848,-151.121
-91.047,-151.521
-92.811,-149.636
-92.617,-150.477
-91.109,-151.471
-91.672,-150.424
-91.291,-150.902
-92.263,-150.716
-92.138,-150.329
-92.457,-150.818
-91.546,-151.245
-92.067,-150.434
-92.02,-150.473
-92.667,-149.56
-91.831,-151.221
-91.118,-151.132
-91.599,-151.108
-91.558,-150.648
-91.227,-150.984
-92.076,-150.361
-91.634,-150.153
-92.1,-150.554
-92.405,-150.597
-91.634,-150.702
-92.941,-149.974
-92.058,-150.564
-93.261,-149.833
-91.819,-150.646
-91.14,-151.477
-91.477,-150.993
-91.875,-150.454
-92.441,-150.339
-92.64,-150.087
-91.946,-150.168
-91.629,-150.563
-91.737,-150.941
-91.551,-150.897
-92.419,-150.905
-91.221,-150.865
-92.034,-150.569
-92.556,-149.837
-92.371,-150.774
-92.706,-149.744
-92.426,-150.215
-91.015,-150.958
-91.772,-151.483
-92.879,-149.285
-92.125,-150.714
-91.845,-151.036
-92.975,-150.406
-91.47,-150.964
-91.933,-150.123
-91.963,-150.543
-91.602,-150.986
-92.775,-150.042
-92.396,-150.192
-92.238,-150.734
-92.423,-150.339
-92.704,-150.45
-91.98,-151.066
-92.715,-150.338
-92.196,-150.793
-91.719,-150.26
-91.869,-150.504
-92.734,-150.433
-91.862,-150.566
-91.728,-151.189
-93.375,-150.058
-91.65,-150.903
-91.623,-151.174
-91.847,-151.057
-91.991,-150.425
-93.008,-150.093
-92.083,-150.316
-91.741,-150.593
-92.406,-150.483
-91.78,-151.3
-92.159,-150.208
-92.075,-150.9
-91.456,-151.026
-91.478,-151.21
-92.309,-150.418
-92.325,-150.713
-91.515,-151.496
-91.055,-150.677
-92.465,-150.243
-92.374,-150.544
-91.855,-151.06
-91.299,-151.124
-91.682,-150.46
-93.17,-149.942
-91.448,-150.741
-91.532,-150.842
-91.657,-150.328
-92.42,-149.975
-91.992,-151.338
-91.385,-151.061
-91.848,-150.403
-91.397,-150.88
-92.751,-149.869
-92.281,-149.829
-91.882,-150.66
-92.646,-150.322
-92.436,-149.796
-91.664,-150.707
-92.198,-151.118
-91.161,-150.641
-92.013,-150.25
-92.557,-150.57
-92.074,-151.069
-92.968,-150.952
-91.636,-150.193
-92.978,-150.253
-91.765,-150.573
-92.332,-150.534
-91.9,-150.326
-92.674,-149.543
-93.276,-149.642
-92.626,-150.485
-92.363,-150.766
-92.436,-150.702
-91.267,-150.741
-93.628,-149.514
-92.48,-151.022
-91.375,-150.933
-92.089,-150.476
-92.54,-150.162
-91.112,-150.761
-91.323,-150.567
-91.4,-151.035
-91.879,-150.875
-91.59,-150.212
-92.129,-150.708
-92.624,-150.58
-92.266,-150.621
-92.187,-150.109
-92.093,-150.305
-92.176,-150.334
-92.686,-150.274
-92.554,-150.369
-92.578,-150.621
-91.895,-150.516
-93.439,-149.326
-91.782,-150.294
-92.018,-150.903
-92.094,-150.458
-91.33,-151.299
-92.232,-150.809
-92.218,-150.222
-91.985,-150.681
-91.936,-150.471
-92.187,-150.587
-92.558,-150.412
-92.52,-150.912
-91.952,-150.695
-91.73,-150.495
-91.79,-150.931
-92.449,-150.351
-91.309,-151.224
-92.451,-150.849
-91.921,-150.571
-91.691,-150.615
-91.987,-150.83
-91.406,-150.21
-91.986,-151.269
-90.956,-150.976
-92.15,-150.839
-92.041,-150.49
-91.637,-151.167
-92.245,-149.89
-92.068,-150.599
-92.031,-151.479
-91.802,-151.032
-92.42,-150.231
-91.764,-150.795
-92.413,-150.517
-92.444,-150.116
-91.77,-151.404
-92.953,-150.422
-92.163,-150.382
-91.276,-151.605
-91.997,-150.638
-92.201,-150.214
-93.3,-149.389
-91.733,-151.235
-91.804,-150.89
-91.46,-150.999
-91.863,-150.724
-92.203,-150.214
-91.513,-150.561
-91.964,-150.697
-92.065,-150.817
-92.39,-150.646
-92.297,-150.338
-91.845,-151.114
-93.318,-149.208
-92.074,-150.612
-91.384,-150.855
-91.192,-150.966
-91.333,-150.915
-92.01,-150.444
-91.124,-151.179
-91.806,-150.372
-92.126,-149.932
-92.506,-150.718
-91.768,-151.16
-92.207,-150.914
-92.763,-150.049
-91.62,-150.246
-92.162,-150.158
-92.52,-149.892
-92.355,-150.872
-91.39,-150.607
-92.03,-151.164
-91.947,-151.185
-91.581,-150.621
-92.453,-150.365
-92.109,-150.058
-91.735,-150.956
-91.549,-151.413
-92.764,-150.539
-91.714,-150.45
-92.302,-150.557
-91.724,-150.485
-90.891,-150.339
-92.468,-150.327
-92.506,-150.713
-92.507,-149.865
-92.317,-150.53
-93.094,-149.328
-91.684,-151.19
-92.522,-150.5
-91.918,-150.677
-92.446,-150.121
-91.132,-151.451
-91.269,-150.486
-92.247,-150.377
-91.477,-151.333
-91.798,-150.041
-91.947,-150.225
-92.199,-150.094
-92.205,-150.539
-92.702,-150.781
-92.37,-150.098
-91.441,-150.037
-92.105,-151.177
-92.38,-150.082
-91.743,-151.262
-92.149,-150.332
-92.032,-150.701
-91.386,-150.54
-92.561,-149.719
-91.133,-150.525
-92.605,-150.129
-92.568,-150.101
-91.787,-150.714
-92.493,-150.384
-92.083,-150.8
-92.066,-150.968
-93.158,-149.432
-92.631,-150.952
-91.466,-150.942
-91.643,-151.328
-92.506,-150.11
-91.818,-150.532
-91.491,-151.216
-92.655,-149.999
-92.314,-151.019
-92.005,-150.726
-92.285,-150.426
-91.553,-151.512
-92.42,-150.97
-92.338,-150.913
-92.513,-151.076
-92.698,-150.379
-91.954,-150.589
-91.988,-150.591
-92.123,-150.001
-91.951,-151.212
-91.823,-151.181
-91.969,-150.732
-93.636,-149.41
-92.782,-150.175
-91.742,-150.729
-92.453,-150.418
-92.286,-150.273
-91.798,-150.943
-91.704,-150.653
-92.265,-150.859
-92.443,-150.119
-91.755,-150.713
-91.608,-150.206
-92.072,-150.33
-92.686,-150.495
-91.869,-151.758
-92.451,-149.907
-92.15,-150.924
-92.176,-150.92
-91.733,-151.093
-92.161,-150.423
-91.527,-150.743
-92.189,-151.195
-91.285,-150.549
-91.555,-150.727
-92.099,-150.192
-91.741,-150.326
-92.397,-150.285
-92.492,-150.666
-91.869,-150.652
-92.474,-150.192
-92.729,-150.048
-91.44,-152.035
-92.028,-150.907
-91.247,-151.65
-91.748,-151.21
-92.23,-149.657
-92.355,-150.625
-92.219,-150.061
-92.031,-150.28
-91.801,-150.941
-91.712,-150.855
-91.609,-148.703
-92.082,-150.764
-92.38,-150.741
-92.54,-149.265
-92.148,-150.116
-91.815,-150.562
-92.639,-149.67
-92.622,-149.849
-92.651,-150.182
-92.959,-149.839
-92.298,-150.104
-91.586,-151.178
-91.861,-150.928
-92.204,-150.178
-91.938,-150.113
-91.143,-150.743
-91.726,-150.276
-91.488,-151.171
-92.413,-150.889
-92.336,-150.609
-92.289,-150.743
-91.516,-150.295
-92.024,-150.456
-92.403,-149.733
-91.986,-150.118
-92.207,-150.915
-92.958,-150.015
-91.028,-151.687
-92.591,-150.083
-92.103,-150.543
-92.303,-150.341
-91.79,-150.729
-91.253,-150.624
-93.279,-149.382
-92.238,-150.037
-92.505,-150.024
-92.363,-150.049
-91.904,-151.009
-91.442,-150.51
-92.13,-150.5
-92.46,-150.393
-91.764,-150.16
-92.37,-150.672
-92.308,-150.629
-91.767,-150.898
-91.674,-150.321
-92.107,-150.578
-93.195,-150.57
-92.281,-151.107
-92.227,-150.739
-91.62,-150.501
-91.987,-150.765
-91.535,-150.728
-91.872,-150.712
-92.805,-150.219
-92.288,-150.499
-92.481,-150.049
-92.467,-149.936
-92.774,-149.464
-90.428,-150.814
-91.041,-151.06
-91.631,-150.924
-93.171,-150.0
-92.009,-150.741
-92.118,-150.599
-90.984,-151.212
-92.527,-149.927
-91.699,-151.003
-92.105,-151.33
-92.277,-150.056
-91.036,-150.399
-92.191,-150.382
-92.562,-150.79
-92.639,-149.736
-91.016,-151.385
-91.977,-150.507
-92.132,-150.489
-92.256,-150.038
-92.451,-149.671
-92.293,-150.171
-91.519,-151.26
-91.656,-149.895
-92.972,-150.228
-91.517,-150.954
-92.991,-149.996
-92.507,-150.078
-92.083,-150.542
-91.73,-150.618
-91.846,-150.304
-92.889,-150.496
-91.629,-150.376
-92.933,-150.282
-92.123,-150.39
-92.868,-150.596
-91.953,-151.167
-91.636,-150.921
-92.078,-150.117
-92.201,-150.564
-92.842,-149.889
-92.048,-150.619
-92.186,-150.173
-91.581,-150.995
-92.405,-149.672
-91.654,-150.349
-90.895,-151.276
-92.773,-149.11
-92.035,-150.015
-91.972,-150.348
-92.168,-150.691
-92.012,-150.187
-91.073,-151.434
-92.651,-149.997
-91.947,-150.427
-91.33,-150.866
-92.108,-150.106
-91.4,-150.952
-91.351,-150.703
-91.592,-150.766
-91.316,-151.404
-92.122,-150.843
-91.483,-150.824
-91.942,-150.234
-93.333,-149.917
-93.388,-149.682
-91.846,-150.927
-91.59,-151.286
-91.768,-151.401
-93.236,-149.454
-92.614,-150.024
-92.775,-150.354
-92.254,-150.945
-91.76,-150.655
-91.624,-150.69
-92.823,-150.398
-91.676,-150.983
-92.071,-150.96
-91.56,-151.062
-93.002,-149.478
-91.531,-151.283
-91.357,-150.655
-92.199,-149.846
-92.467,-149.914
-92.404,-150.484
-92.452,-150.657
-92.131,-150.609
-91.802,-151.443
-92.381,-150.121
-91.73,-150.939
-91.747,-150.463
-91.897,-150.276
-91.194,-151.148
-92.217,-150.038
-91.424,-150.778
-92.216,-150.926
-91.389,-150.58
-91.461,-150.235
-92.141,-150.131
-92.191,-150.629
-91.645,-150.605
-92.229,-150.542
-92.389,-150.235
-92.674,-150.309
-91.88,-150.486
-92.231,-150.888
-92.853,-150.02
-92.005,-150.912
-91.255,-150.414
-92.291,-150.739
-91.319,-151.156
-91.643,-151.21
-91.967,-150.648
-92.284,-149.661
-91.791,-150.334
-91.71,-150.597
-91.3,-150.976
-91.688,-150.821
-91.589,-150.764
-92.128,-150.041
-92.181,-150.392
-92.216,-150.142
-91.581,-150.73
-91.675,-150.836
-92.443,-149.484
-92.609,-150.131
-91.633,-151.141
-91.82,-150.698
-91.747,-150.589
-90.72,-152.027
-91.776,-151.007
-92.046,-150.87
-91.655,-150.763
-92.789,-150.022
-92.441,-150.736
-92.227,-150.775
-91.942,-150.559
-92.708,-149.234
-92.034,-150.295
-92.584,-150.472
-91.547,-150.853
-92.717,-150.757
-92.201,-150.762
-91.528,-150.911
-92.189,-150.616
-92.176,-150.518
-92.328,-149.949
-91.979,-150.512
-92.193,-151.197
-91.439,-151.107
-91.566,-151.01
-91.949,-150.856
-92.224,-150.601
-91.433,-150.538
-91.52,-151.074
-92.36,-150.484
-92.063,-149.938
-92.751,-150.222
-92.572,-150.41
-92.41,-150.584
-92.711,-150.429
-91.51,-151.225
-91.767,-150.489
-91.905,-150.614
-92.587,-149.713
-91.797,-150.389
-91.094,-151.355
-92.949,-150.751
-91.071,-151.436
-91.655,-150.212
-91.762,-150.896
-92.367,-150.897
-91.817,-150.328
-92.332,-150.372
-91.968,-150.62
-91.416,-151.129
-91.379,-151.463
-92.48,-150.564
-90.912,-151.183
-91.575,-150.008
-92.184,-150.401
-92.059,-150.74
-92.288,-150.306
-90.825,-151.265
-91.491,-150.841
-92.158,-151.346
-91.472,-151.209
-91.781,-150.736
-91.951,-150.15
-92.493,-150.503
-91.931,-150.656
-92.599,-149.918
-92.134,-150.646
-91.957,-151.137
-90.921,-151.6
-92.339,-150.249
-92.525,-149.551
-91.72,-150.418
-91.453,-151.077
-92.279,-150.878
-92.998,-150.357
-90.933,-150.656
-91.647,-150.926
-92.558,-150.527
-92.003,-150.202
-92.147,-150.326
-92.371,-150.36
-91.456,-151.087
-92.212,-150.333
-92.377,-150.445
-92.31,-150.763
-91.376,-150.749
-92.018,-151.211
-92.048,-150.835
-91.819,-151.758
-92.576,-149.504
-91.523,-150.58
-90.914,-150.651
-91.577,-150.713
-92.303,-150.674
-91.892,-150.722
-92.207,-150.794
-92.838,-149.758
-92.786,-150.02
-93.113,-149.981
-92.216,-150.292
-92.932,-150.304
-92.115,-150.368
-91.846,-150.741
-92.384,-150.797
-91.454,-150.29
-92.116,-150.546
-92.396,-150.787
-91.545,-150.575
-92.092,-150.528
-92.069,-150.392
-92.78,-150.119
-91.722,-150.566
-92.047,-150.154
-92.119,-150.726
-91.456,-151.287
-91.716,-150.491
-91.418,-150.828
-92.369,-150.204
-92.318,-150.0
-91.916,-150.599
-91.684,-151.086
-92.046,-150.208
-91.885,-150.351
-91.627,-151.322
-92.455,-150.118
-91.243,-150.781
-92.06,-150.939
-91.745,-151.368
-92.709,-150.411
-92.467,-149.609
-92.46,-150.235
-91.964,-151.613
-91.042,-150.943
-91.72,-150.94
-91.607,-150.404
-92.465,-149.945
-92.116,-150.592
-92.868,-149.785
-92.047,-150.649
-91.211,-151.412
-92.539,-150.743
-92.519,-150.277
-91.46,-150.574
-92.404,-150.201
-92.198,-149.936
-93.231,-149.572
-91.784,-150.546
-91.921,-150.552
-92.077,-150.596
-92.467,-150.529
-91.586,-150.804
-92.26,-149.944
-92.179,-151.045
-92.406,-150.513
-92.52,-150.505
-90.994,-150.726
-92.034,-151.223
-91.467,-152.1
-92.334,-150.81
-93.186,-150.163
-91.378,-151.298
-91.942,-150.901
-91.601,-150.682
-91.772,-149.909
-92.054,-150.294
-92.099,-150.051
-92.572,-149.718
-91.627,-151.066
-91.239,-151.598
-92.689,-150.055
-91.607,-150.687
-91.373,-151.049
-91.987,-150.802
-92.722,-150.361
-92.284,-150.815
-92.665,-150.569
-92.548,-150.421
-91.179,-150.704
-90.99,-151.056
-91.767,-151.585
-92.527,-149.945
-91.356,-150.751
-91.184,-150.969
-91.306,-151.077
-92.303,-150.207
-92.695,-150.188
-91.779,-151.347
-91.086,-151.243
-92.073,-151.592
-92.3,-150.107
-92.458,-150.871
-92.194,-150.51
-92.56,-149.917
-90.953,-151.087
-91.765,-150.553
-91.447,-150.591
-91.923,-151.195
-91.418,-150.486
-91.919,-150.855
-91.975,-151.068
-92.361,-150.208
-91.713,-150.723
-91.391,-151.216
-91.781,-150.588
-91.63,-149.596
-92.157,-150.49
-91.765,-150.798
-91.802,-150.344
-92.439,-149.735
-92.134,-150.715
-92.385,-150.454
-91.982,-151.067
-91.647,-150.627
-91.921,-151.164
-91.546,-151.009
-91.939,-150.688
-91.113,-151.538
-92.783,-150.305
-91.501,-151.454
-91.332,-150.949
-92.266,-150.013
-91.68,-150.699
-91.981,-150.734
-91.97,-151.074
-91.358,-150.655
-90.6,-151.557
-92.434,-150.376
-91.412,-150.669
-91.601,-150.871
-92.336,-149.818
-92.132,-150.833
-92.268,-150.234
-91.363,-151.449
-91.997,-150.613
-92.472,-149.967
-92.385,-149.928
-91.913,-150.751
-92.056,-150.612
-92.228,-150.158
-92.397,-150.908
-91.81,-150.344
-92.373,-149.853
-91.394,-151.225
-91.876,-149.98
-91.759,-150.415
-92.633,-149.828
-92.287,-150.937
-92.066,-150.957
-91.619,-150.384
-92.104,-150.987
-91.989,-150.379
-92.656,-150.573
-91.969,-151.089
-91.926,-150.517
-91.972,-150.728
-92.533,-150.529
-91.964,-151.442
-91.77,-150.767
-92.204,-150.42
-91.491,-150.554
-92.201,-149.896
-91.689,-151.112
-92.368,-150.463
-92.045,-150.415
-92.666,-149.884
-91.8,-150.641
-91.341,-150.356
-92.069,-150.189
-92.498,-150.428
-92.75,-149.946
-91.645,-150.754
-92.001,-150.162
-92.849,-149.487
-92.423,-150.782
-92.411,-150.237
-91.668,-150.78
-91.537,-150.848
-91.611,-150.741
-92.946,-149.894
-91.839,-150.387
-90.937,-150.597
-92.69,-150.49
-92.007,-150.069
-92.873,-149.527
-92.121,-150.612
-92.481,-149.79
-92.43,-149.702
-91.58,-150.19
-92.09,-150.819
-92.012,-150.972
-91.705,-150.371
-91.734,-150.53
-92.773,-150.14
-91.936,-150.857
-92.145,-149.96
-91.262,-150.859
-92.489,-150.532
-91.136,-150.732
-92.033,-150.913
-93.024,-150.695
-92.618,-149.85
-92.381,-150.558
-91.446,-150.823
-91.793,-150.671
-91.489,-150.924
-91.149,-151.11
-91.98,-150.676
-91.818,-150.219
-92.52,-150.025
-91.823,-150.335
-92.264,-150.967
-91.535,-151.092
-91.969,-150.791
-92.368,-150.328
-91.961,-150.227
-92.622,-150.559
-91.152,-150.847
-92.955,-150.041
-92.299,-150.173
-91.182,-151.002
-92.316,-150.105
-92.081,-150.694
-92.535,-150.238
-91.753,-150.576
-92.9,-150.132
-92.786,-150.389
-91.442,-150.65
-90.951,-150.854
-92.212,-151.416
-92.086,-151.364
-92.337,-149.721
-92.62,-150.148
-91.981,-150.28
-91.936,-150.519
-92.077,-150.812
-91.736,-150.857
-91.571,-150.948
-92.878,-150.065
-91.545,-151.084
-92.012,-150.795
-92.464,-150.051
-92.392,-150.109
-92.686,-150.427
